Frquency(Hz),Angle_of_Attack,Chord_Length,Free_stream_velocity,Displacement,Sound_pressure_level,predicted
1600,7.3,0.2286,71.3,0.010440399999999999,125.728,125.1005632257707
2000,7.3,0.2286,71.3,0.010440399999999999,122.708,124.58038395457375
2500,7.3,0.2286,71.3,0.010440399999999999,122.088,123.93015986557755
3150,7.3,0.2286,71.3,0.010440399999999999,120.458,123.0848685498825
4000,7.3,0.2286,71.3,0.010440399999999999,119.208,121.97948759858896
5000,7.3,0.2286,71.3,0.010440399999999999,115.29799999999999,120.67903942059657
6300,7.3,0.2286,71.3,0.010440399999999999,115.818,118.98845678920647
200,7.3,0.2286,55.5,0.011170600000000001,135.234,125.24338298356881
250,7.3,0.2286,55.5,0.011170600000000001,136.384,125.1783605746692
315,7.3,0.2286,55.5,0.011170600000000001,136.284,125.09383144309969
400,7.3,0.2286,55.5,0.011170600000000001,135.924,124.98329334797033
500,7.3,0.2286,55.5,0.011170600000000001,133.174,124.8532485301711
630,7.3,0.2286,55.5,0.011170600000000001,130.934,124.68419026703208
800,7.3,0.2286,55.5,0.011170600000000001,128.444,124.46311407677338
1000,7.3,0.2286,55.5,0.011170600000000001,125.194,124.2030244411749
1250,7.3,0.2286,55.5,0.011170600000000001,125.72399999999999,123.8779123966768
1600,7.3,0.2286,55.5,0.011170600000000001,123.354,123.42275553437946
2000,7.3,0.2286,55.5,0.011170600000000001,120.354,122.90257626318251
2500,7.3,0.2286,55.5,0.011170600000000001,118.994,122.25235217418631
3150,7.3,0.2286,55.5,0.011170600000000001,117.134,121.40706085849126
4000,7.3,0.2286,55.5,0.011170600000000001,117.28399999999999,120.30167990719772
5000,7.3,0.2286,55.5,0.011170600000000001,113.14399999999999,119.00123172920533
6300,7.3,0.2286,55.5,0.011170600000000001,111.53399999999999,117.31064909781523
200,7.3,0.2286,39.6,0.0123481,130.989,123.49255674294984
250,7.3,0.2286,39.6,0.0123481,131.889,123.42753433405024
315,7.3,0.2286,39.6,0.0123481,132.149,123.34300520248073
400,7.3,0.2286,39.6,0.0123481,132.039,123.23246710735137
500,7.3,0.2286,39.6,0.0123481,130.299,123.10242228955214
630,7.3,0.2286,39.6,0.0123481,128.929,122.93336402641313
800,7.3,0.2286,39.6,0.0123481,126.29899999999999,122.71228783615442
1000,7.3,0.2286,39.6,0.0123481,122.539,122.45219820055594
1250,7.3,0.2286,39.6,0.0123481,123.189,122.12708615605784
1600,7.3,0.2286,39.6,0.0123481,121.059,121.6719292937605
2000,7.3,0.2286,39.6,0.0123481,117.809,121.15175002256355
2500,7.3,0.2286,39.6,0.0123481,116.559,120.50152593356735
3150,7.3,0.2286,39.6,0.0123481,114.309,119.6562346178723
4000,7.3,0.2286,39.6,0.0123481,114.079,118.55085366657877
5000,7.3,0.2286,39.6,0.0123481,111.959,117.25040548858638
6300,7.3,0.2286,39.6,0.0123481,110.839,115.55982285719627
200,7.3,0.2286,31.7,0.0132672,128.679,122.57556161475685
250,7.3,0.2286,31.7,0.0132672,130.089,122.51053920585723
315,7.3,0.2286,31.7,0.0132672,130.239,122.42601007428773
400,7.3,0.2286,31.7,0.0132672,130.269,122.31547197915837
500,7.3,0.2286,31.7,0.0132672,128.16899999999998,122.18542716135914
630,7.3,0.2286,31.7,0.0132672,126.189,122.01636889822012
800,7.3,0.2286,31.7,0.0132672,123.209,121.79529270796142
1000,7.3,0.2286,31.7,0.0132672,119.09899999999999,121.53520307236295
1250,7.3,0.2286,31.7,0.0132672,120.509,121.21009102786485
1600,7.3,0.2286,31.7,0.0132672,119.039,120.7549341655675
2000,7.3,0.2286,31.7,0.0132672,115.309,120.23475489437055
2500,7.3,0.2286,31.7,0.0132672,114.709,119.58453080537436
3150,7.3,0.2286,31.7,0.0132672,113.229,118.7392394896793
4000,7.3,0.2286,31.7,0.0132672,112.639,117.63385853838577
5000,7.3,0.2286,31.7,0.0132672,111.029,116.33341036039337
6300,7.3,0.2286,31.7,0.0132672,110.689,114.64282772900327
800,0.0,0.1524,71.3,0.0015988,125.81700000000001,133.08417076260957
1000,0.0,0.1524,71.3,0.0015988,127.307,132.8240811270111
1250,0.0,0.1524,71.3,0.0015988,128.92700000000002,132.498969082513
1600,0.0,0.1524,71.3,0.0015988,129.667,132.04381222021567
2000,0.0,0.1524,71.3,0.0015988,128.64700000000002,131.52363294901872
2500,0.0,0.1524,71.3,0.0015988,128.127,130.87340886002252
3150,0.0,0.1524,71.3,0.0015988,129.377,130.02811754432747
4000,0.0,0.1524,71.3,0.0015988,128.857,128.92273659303393
5000,0.0,0.1524,71.3,0.0015988,126.45700000000001,127.62228841504154
6300,0.0,0.1524,71.3,0.0015988,125.427,125.93170578365144
8000,0.0,0.1524,71.3,0.0015988,122.527,123.72094388106437
10000,0.0,0.1524,71.3,0.0015988,120.24700000000001,121.12004752507958
12500,0.0,0.1524,71.3,0.0015988,117.087,117.86892708009862
16000,0.0,0.1524,71.3,0.0015988,113.29700000000001,113.31735845712524
500,0.0,0.1524,55.5,0.00172668,120.573,131.88139994568795
630,0.0,0.1524,55.5,0.00172668,123.583,131.71234168254892
800,0.0,0.1524,55.5,0.00172668,126.713,131.49126549229024
1000,0.0,0.1524,55.5,0.00172668,128.583,131.23117585669175
1250,0.0,0.1524,55.5,0.00172668,129.953,130.90606381219365
1600,0.0,0.1524,55.5,0.00172668,130.183,130.4509069498963
2000,0.0,0.1524,55.5,0.00172668,129.673,129.93072767869936
2500,0.0,0.1524,55.5,0.00172668,127.76299999999999,129.28050358970316
3150,0.0,0.1524,55.5,0.00172668,127.75299999999999,128.4352122740081
4000,0.0,0.1524,55.5,0.00172668,127.23299999999999,127.32983132271458
5000,0.0,0.1524,55.5,0.00172668,125.20299999999999,126.02938314472219
6300,0.0,0.1524,55.5,0.00172668,123.303,124.33880051333207
8000,0.0,0.1524,55.5,0.00172668,121.90299999999999,122.12803861074501
10000,0.0,0.1524,55.5,0.00172668,119.25299999999999,119.52714225476024
12500,0.0,0.1524,55.5,0.00172668,117.09299999999999,116.27602180977925
16000,0.0,0.1524,55.5,0.00172668,112.803,111.72445318680589
500,0.0,0.1524,39.6,0.00193287,119.51299999999999,130.26748858521796
630,0.0,0.1524,39.6,0.00193287,124.40299999999999,130.09843032207894
800,0.0,0.1524,39.6,0.00193287,127.90299999999999,129.87735413182023
1000,0.0,0.1524,39.6,0.00193287,130.033,129.61726449622176
1250,0.0,0.1524,39.6,0.00193287,131.023,129.29215245172367
1600,0.0,0.1524,39.6,0.00193287,131.013,128.83699558942632
2000,0.0,0.1524,39.6,0.00193287,129.63299999999998,128.31681631822937
2500,0.0,0.1524,39.6,0.00193287,126.863,127.66659222923317
3150,0.0,0.1524,39.6,0.00193287,125.603,126.82130091353812
4000,0.0,0.1524,39.6,0.00193287,125.34299999999999,125.71591996224458
5000,0.0,0.1524,39.6,0.00193287,123.45299999999999,124.41547178425219
6300,0.0,0.1524,39.6,0.00193287,121.31299999999999,122.72488915286209
8000,0.0,0.1524,39.6,0.00193287,120.553,120.51412725027502
10000,0.0,0.1524,39.6,0.00193287,115.413,117.91323089429024
500,0.0,0.1524,31.7,0.00209405,121.617,129.45732909751305
630,0.0,0.1524,31.7,0.00209405,125.99700000000001,129.28827083437406
800,0.0,0.1524,31.7,0.00209405,129.11700000000002,129.06719464411535
1000,0.0,0.1524,31.7,0.00209405,130.987,128.80710500851688
1250,0.0,0.1524,31.7,0.00209405,131.467,128.4819929640188
1600,0.0,0.1524,31.7,0.00209405,130.817,128.02683610172144
2000,0.0,0.1524,31.7,0.00209405,128.907,127.50665683052448
2500,0.0,0.1524,31.7,0.00209405,125.867,126.85643274152828
3150,0.0,0.1524,31.7,0.00209405,124.20700000000001,126.01114142583323
4000,0.0,0.1524,31.7,0.00209405,123.807,124.9057604745397
5000,0.0,0.1524,31.7,0.00209405,122.397,123.60531229654731
6300,0.0,0.1524,31.7,0.00209405,119.73700000000001,121.9147296651572
8000,0.0,0.1524,31.7,0.00209405,117.95700000000001,119.70396776257013
630,2.7,0.1524,71.3,0.00243851,127.404,132.0699307527455
800,2.7,0.1524,71.3,0.00243851,127.39399999999999,131.84885456248682
1000,2.7,0.1524,71.3,0.00243851,128.774,131.58876492688833
1250,2.7,0.1524,71.3,0.00243851,130.144,131.26365288239023
1600,2.7,0.1524,71.3,0.00243851,130.644,130.8084960200929
2000,2.7,0.1524,71.3,0.00243851,130.114,130.28831674889594
2500,2.7,0.1524,71.3,0.00243851,128.334,129.63809265989974
3150,2.7,0.1524,71.3,0.00243851,127.054,128.7928013442047
4000,2.7,0.1524,71.3,0.00243851,126.53399999999999,127.68742039291116
5000,2.7,0.1524,71.3,0.00243851,124.36399999999999,126.38697221491877
6300,2.7,0.1524,71.3,0.00243851,121.944,124.69638958352866
8000,2.7,0.1524,71.3,0.00243851,120.53399999999999,122.4856276809416
10000,2.7,0.1524,71.3,0.00243851,116.72399999999999,119.88473132495682
12500,2.7,0.1524,71.3,0.00243851,113.03399999999999,116.63361087997583
16000,2.7,0.1524,71.3,0.00243851,110.36399999999999,112.08204225700247
500,2.7,0.1524,39.6,0.00294804,121.009,129.00743972006453
630,2.7,0.1524,39.6,0.00294804,125.809,128.8383814569255
800,2.7,0.1524,39.6,0.00294804,128.829,128.6173052666668
1000,2.7,0.1524,39.6,0.00294804,130.589,128.35721563106833
1250,2.7,0.1524,39.6,0.00294804,130.829,128.03210358657023
1600,2.7,0.1524,39.6,0.00294804,130.049,127.57694672427289
2000,2.7,0.1524,39.6,0.00294804,128.139,127.05676745307592
2500,2.7,0.1524,39.6,0.00294804,125.589,126.40654336407974
3150,2.7,0.1524,39.6,0.00294804,122.919,125.56125204838467
4000,2.7,0.1524,39.6,0.00294804,121.889,124.45587109709115
5000,2.7,0.1524,39.6,0.00294804,121.499,123.15542291909875
6300,2.7,0.1524,39.6,0.00294804,119.209,121.46484028770865
8000,2.7,0.1524,39.6,0.00294804,116.65899999999999,119.25407838512159
10000,2.7,0.1524,39.6,0.00294804,112.589,116.6531820291368
12500,2.7,0.1524,39.6,0.00294804,108.649,113.40206158415582
400,5.4,0.1524,71.3,0.00401199,124.12100000000001,131.0302861527702
500,5.4,0.1524,71.3,0.00401199,126.291,130.90024133497096
630,5.4,0.1524,71.3,0.00401199,128.971,130.73118307183194
800,5.4,0.1524,71.3,0.00401199,131.281,130.51010688157325
1000,5.4,0.1524,71.3,0.00401199,133.201,130.25001724597476
1250,5.4,0.1524,71.3,0.00401199,134.111,129.92490520147666
1600,5.4,0.1524,71.3,0.00401199,133.241,129.46974833917932
2000,5.4,0.1524,71.3,0.00401199,131.111,128.94956906798237
2500,5.4,0.1524,71.3,0.00401199,127.59100000000001,128.29934497898617
3150,5.4,0.1524,71.3,0.00401199,123.311,127.45405366329112
4000,5.4,0.1524,71.3,0.00401199,121.431,126.3486727119976
5000,5.4,0.1524,71.3,0.00401199,120.061,125.0482245340052
6300,5.4,0.1524,71.3,0.00401199,116.411,123.35764190261509
400,5.4,0.1524,55.5,0.00433288,126.807,129.41017438708113
500,5.4,0.1524,55.5,0.00433288,129.36700000000002,129.28012956928188
630,5.4,0.1524,55.5,0.00433288,131.80700000000002,129.1110713061429
800,5.4,0.1524,55.5,0.00433288,133.097,128.88999511588418
1000,5.4,0.1524,55.5,0.00433288,132.127,128.6299054802857
1250,5.4,0.1524,55.5,0.00433288,130.77700000000002,128.3047934357876
1600,5.4,0.1524,55.5,0.00433288,130.567,127.84963657349026
2000,5.4,0.1524,55.5,0.00433288,128.707,127.3294573022933
2500,5.4,0.1524,55.5,0.00433288,124.07700000000001,126.67923321329711
3150,5.4,0.1524,55.5,0.00433288,121.587,125.83394189760206
4000,5.4,0.1524,55.5,0.00433288,119.73700000000001,124.72856094630852
5000,5.4,0.1524,55.5,0.00433288,118.757,123.42811276831614
6300,5.4,0.1524,55.5,0.00433288,117.287,121.73753013692603
8000,5.4,0.1524,55.5,0.00433288,114.927,119.52676823433896
315,5.4,0.1524,39.6,0.00485029,125.34700000000001,127.86293186372815
400,5.4,0.1524,39.6,0.00485029,127.637,127.75239376859881
500,5.4,0.1524,39.6,0.00485029,129.937,127.62234895079956
630,5.4,0.1524,39.6,0.00485029,132.357,127.45329068766056
800,5.4,0.1524,39.6,0.00485029,132.757,127.23221449740184
1000,5.4,0.1524,39.6,0.00485029,130.507,126.97212486180337
1250,5.4,0.1524,39.6,0.00485029,127.117,126.64701281730527
1600,5.4,0.1524,39.6,0.00485029,126.26700000000001,126.19185595500794
2000,5.4,0.1524,39.6,0.00485029,124.647,125.67167668381097
2500,5.4,0.1524,39.6,0.00485029,120.49700000000001,125.02145259481478
3150,5.4,0.1524,39.6,0.00485029,119.137,124.17616127911973
4000,5.4,0.1524,39.6,0.00485029,117.137,123.0707803278262
5000,5.4,0.1524,39.6,0.00485029,117.037,121.7703321498338
6300,5.4,0.1524,39.6,0.00485029,116.677,120.07974951844369
315,5.4,0.1524,31.7,0.00525474,125.741,127.01848128163132
400,5.4,0.1524,31.7,0.00525474,127.781,126.90794318650197
500,5.4,0.1524,31.7,0.00525474,129.681,126.77789836870274
630,5.4,0.1524,31.7,0.00525474,131.471,126.60884010556371
800,5.4,0.1524,31.7,0.00525474,131.491,126.38776391530502
1000,5.4,0.1524,31.7,0.00525474,128.241,126.12767427970654
1250,5.4,0.1524,31.7,0.00525474,123.991,125.80256223520844
1600,5.4,0.1524,31.7,0.00525474,123.76100000000001,125.3474053729111
2000,5.4,0.1524,31.7,0.00525474,122.771,124.82722610171415
2500,5.4,0.1524,31.7,0.00525474,119.15100000000001,124.17700201271795
3150,5.4,0.1524,31.7,0.00525474,118.291,123.3317106970229
4000,5.4,0.1524,31.7,0.00525474,116.181,122.22632974572936
5000,5.4,0.1524,31.7,0.00525474,115.691,120.92588156773698
6300,5.4,0.1524,31.7,0.00525474,115.59100000000001,119.23529893634687
315,7.2,0.1524,71.3,0.00752039,128.713,129.90164936545327
400,7.2,0.1524,71.3,0.00752039,130.123,129.7911112703239
500,7.2,0.1524,71.3,0.00752039,132.043,129.6610664525247
630,7.2,0.1524,71.3,0.00752039,134.85299999999998,129.49200818938567
800,7.2,0.1524,71.3,0.00752039,136.023,129.27093199912696
1000,7.2,0.1524,71.3,0.00752039,134.273,129.0108423635285
1250,7.2,0.1524,71.3,0.00752039,132.513,128.6857303190304
1600,7.2,0.1524,71.3,0.00752039,130.893,128.23057345673305
2000,7.2,0.1524,71.3,0.00752039,128.643,127.7103941855361
2500,7.2,0.1524,71.3,0.00752039,124.353,127.0601700965399
3150,7.2,0.1524,71.3,0.00752039,116.78299999999999,126.21487878084484
4000,7.2,0.1524,71.3,0.00752039,119.34299999999999,125.10949782955132
5000,7.2,0.1524,71.3,0.00752039,118.34299999999999,123.80904965155892
6300,7.2,0.1524,71.3,0.00752039,116.603,122.11846702016882
8000,7.2,0.1524,71.3,0.00752039,113.333,119.90770511758176
10000,7.2,0.1524,71.3,0.00752039,110.31299999999999,117.30680876159697
250,7.2,0.1524,39.6,0.00909175,127.488,126.6049547129461
315,7.2,0.1524,39.6,0.00909175,130.558,126.5204255813766
400,7.2,0.1524,39.6,0.00909175,132.118,126.40988748624724
500,7.2,0.1524,39.6,0.00909175,132.658,126.279842668448
630,7.2,0.1524,39.6,0.00909175,133.19799999999998,126.11078440530899
800,7.2,0.1524,39.6,0.00909175,132.358,125.88970821505029
1000,7.2,0.1524,39.6,0.00909175,128.338,125.6296185794518
1250,7.2,0.1524,39.6,0.00909175,122.428,125.3045065349537
1600,7.2,0.1524,39.6,0.00909175,120.05799999999999,124.84934967265637
2000,7.2,0.1524,39.6,0.00909175,120.228,124.32917040145942
2500,7.2,0.1524,39.6,0.00909175,117.478,123.67894631246322
3150,7.2,0.1524,39.6,0.00909175,111.818,122.83365499676816
4000,7.2,0.1524,39.6,0.00909175,114.258,121.72827404547463
5000,7.2,0.1524,39.6,0.00909175,113.288,120.42782586748224
6300,7.2,0.1524,39.6,0.00909175,112.68799999999999,118.73724323609214
8000,7.2,0.1524,39.6,0.00909175,111.588,116.52648133350507
10000,7.2,0.1524,39.6,0.00909175,110.868,113.92558497752029
200,9.9,0.1524,71.3,0.019300099999999997,134.319,127.2737933149669
250,9.9,0.1524,71.3,0.019300099999999997,135.329,127.20877090606727
315,9.9,0.1524,71.3,0.019300099999999997,135.459,127.12424177449776
400,9.9,0.1524,71.3,0.019300099999999997,135.079,127.0137036793684
500,9.9,0.1524,71.3,0.019300099999999997,131.279,126.88365886156917
630,9.9,0.1524,71.3,0.019300099999999997,129.889,126.71460059843017
800,9.9,0.1524,71.3,0.019300099999999997,128.879,126.49352440817145
1000,9.9,0.1524,71.3,0.019300099999999997,126.34899999999999,126.23343477257298
1250,9.9,0.1524,71.3,0.019300099999999997,122.679,125.90832272807488
1600,9.9,0.1524,71.3,0.019300099999999997,121.789,125.45316586577755
2000,9.9,0.1524,71.3,0.019300099999999997,120.779,124.93298659458058
2500,9.9,0.1524,71.3,0.019300099999999997,119.639,124.28276250558439
3150,9.9,0.1524,71.3,0.019300099999999997,116.84899999999999,123.43747118988934
4000,9.9,0.1524,71.3,0.019300099999999997,115.079,122.33209023859581
5000,9.9,0.1524,71.3,0.019300099999999997,114.569,121.03164206060342
6300,9.9,0.1524,71.3,0.019300099999999997,112.039,119.3410594292133
200,9.9,0.1524,55.5,0.0208438,131.955,125.48131548221895
250,9.9,0.1524,55.5,0.0208438,133.235,125.41629307331932
315,9.9,0.1524,55.5,0.0208438,132.355,125.33176394174981
400,9.9,0.1524,55.5,0.0208438,131.605,125.22122584662047
500,9.9,0.1524,55.5,0.0208438,127.815,125.09118102882123
630,9.9,0.1524,55.5,0.0208438,127.315,124.92212276568222
800,9.9,0.1524,55.5,0.0208438,126.565,124.7010465754235
1000,9.9,0.1524,55.5,0.0208438,124.665,124.44095693982503
1250,9.9,0.1524,55.5,0.0208438,121.635,124.11584489532693
1600,9.9,0.1524,55.5,0.0208438,119.875,123.6606880330296
2000,9.9,0.1524,55.5,0.0208438,119.505,123.14050876183263
2500,9.9,0.1524,55.5,0.0208438,118.365,122.49028467283645
3150,9.9,0.1524,55.5,0.0208438,115.085,121.64499335714139
4000,9.9,0.1524,55.5,0.0208438,112.945,120.53961240584786
5000,9.9,0.1524,55.5,0.0208438,112.065,119.23916422785547
6300,9.9,0.1524,55.5,0.0208438,110.555,117.54858159646535
200,9.9,0.1524,39.6,0.0233328,127.315,123.54562152139184
250,9.9,0.1524,39.6,0.0233328,128.335,123.48059911249221
315,9.9,0.1524,39.6,0.0233328,128.595,123.3960699809227
400,9.9,0.1524,39.6,0.0233328,128.345,123.28553188579335
500,9.9,0.1524,39.6,0.0233328,126.835,123.15548706799412
630,9.9,0.1524,39.6,0.0233328,126.465,122.98642880485511
800,9.9,0.1524,39.6,0.0233328,126.345,122.7653526145964
1000,9.9,0.1524,39.6,0.0233328,123.835,122.50526297899792
1250,9.9,0.1524,39.6,0.0233328,120.555,122.18015093449982
1600,9.9,0.1524,39.6,0.0233328,118.545,121.72499407220249
2000,9.9,0.1524,39.6,0.0233328,117.925,121.20481480100553
2500,9.9,0.1524,39.6,0.0233328,116.295,120.55459071200933
3150,9.9,0.1524,39.6,0.0233328,113.525,119.70929939631428
4000,9.9,0.1524,39.6,0.0233328,112.265,118.60391844502075
5000,9.9,0.1524,39.6,0.0233328,111.135,117.30347026702836
6300,9.9,0.1524,39.6,0.0233328,109.885,115.61288763563824
200,9.9,0.1524,31.7,0.0252785,127.29899999999999,122.48391789028943
250,9.9,0.1524,31.7,0.0252785,128.559,122.41889548138981
315,9.9,0.1524,31.7,0.0252785,128.809,122.3343663498203
400,9.9,0.1524,31.7,0.0252785,128.939,122.22382825469096
500,9.9,0.1524,31.7,0.0252785,127.179,122.09378343689171
630,9.9,0.1524,31.7,0.0252785,126.04899999999999,121.9247251737527
800,9.9,0.1524,31.7,0.0252785,125.539,121.70364898349399
1000,9.9,0.1524,31.7,0.0252785,122.149,121.44355934789552
1250,9.9,0.1524,31.7,0.0252785,118.619,121.11844730339742
1600,9.9,0.1524,31.7,0.0252785,117.119,120.66329044110009
2000,9.9,0.1524,31.7,0.0252785,116.859,120.14311116990312
2500,9.9,0.1524,31.7,0.0252785,114.729,119.49288708090694
3150,9.9,0.1524,31.7,0.0252785,112.209,118.64759576521188
4000,9.9,0.1524,31.7,0.0252785,111.459,117.54221481391835
5000,9.9,0.1524,31.7,0.0252785,109.949,116.24176663592596
6300,9.9,0.1524,31.7,0.0252785,108.689,114.55118400453586
200,12.6,0.1524,71.3,0.0483159,128.35399999999998,122.06680382267515
250,12.6,0.1524,71.3,0.0483159,129.744,122.00178141377555
315,12.6,0.1524,71.3,0.0483159,128.484,121.91725228220604
400,12.6,0.1524,71.3,0.0483159,127.094,121.80671418707668
500,12.6,0.1524,71.3,0.0483159,121.664,121.67666936927745
630,12.6,0.1524,71.3,0.0483159,123.304,121.50761110613844
800,12.6,0.1524,71.3,0.0483159,123.054,121.28653491587973
1000,12.6,0.1524,71.3,0.0483159,122.044,121.02644528028125
1250,12.6,0.1524,71.3,0.0483159,120.154,120.70133323578315
1600,12.6,0.1524,71.3,0.0483159,120.53399999999999,120.24617637348581
2000,12.6,0.1524,71.3,0.0483159,117.50399999999999,119.72599710228886
2500,12.6,0.1524,71.3,0.0483159,115.234,119.07577301329266
3150,12.6,0.1524,71.3,0.0483159,113.334,118.23048169759761
4000,12.6,0.1524,71.3,0.0483159,108.03399999999999,117.12510074630408
5000,12.6,0.1524,71.3,0.0483159,108.03399999999999,115.82465256831169
6300,12.6,0.1524,71.3,0.0483159,107.28399999999999,114.13406993692158
200,12.6,0.1524,39.6,0.058411300000000006,114.75,117.48403993813103
250,12.6,0.1524,39.6,0.058411300000000006,115.89,117.41901752923141
315,12.6,0.1524,39.6,0.058411300000000006,116.02,117.33448839766191
400,12.6,0.1524,39.6,0.058411300000000006,115.91,117.22395030253256
500,12.6,0.1524,39.6,0.058411300000000006,114.9,117.09390548473331
630,12.6,0.1524,39.6,0.058411300000000006,116.55,116.9248472215943
800,12.6,0.1524,39.6,0.058411300000000006,116.56,116.7037710313356
1000,12.6,0.1524,39.6,0.058411300000000006,114.67,116.44368139573712
1250,12.6,0.1524,39.6,0.058411300000000006,112.16,116.11856935123902
1600,12.6,0.1524,39.6,0.058411300000000006,110.78,115.66341248894169
2000,12.6,0.1524,39.6,0.058411300000000006,109.52,115.14323321774472
2500,12.6,0.1524,39.6,0.058411300000000006,106.88,114.49300912874854
3150,12.6,0.1524,39.6,0.058411300000000006,106.26,113.64771781305348
4000,12.6,0.1524,39.6,0.058411300000000006,104.5,112.54233686175995
5000,12.6,0.1524,39.6,0.058411300000000006,104.13,111.24188868376756
6300,12.6,0.1524,39.6,0.058411300000000006,103.38,109.55130605237746
800,0.0,0.0508,71.3,0.000740478,130.96,136.7745456144981
1000,0.0,0.0508,71.3,0.000740478,129.45,136.5144559788996
1250,0.0,0.0508,71.3,0.000740478,128.56,136.1893439344015
1600,0.0,0.0508,71.3,0.000740478,129.68,135.7341870721042
2000,0.0,0.0508,71.3,0.000740478,131.06,135.2140078009072
2500,0.0,0.0508,71.3,0.000740478,131.31,134.56378371191101
3150,0.0,0.0508,71.3,0.000740478,135.07,133.71849239621596
4000,0.0,0.0508,71.3,0.000740478,134.43,132.61311144492245
5000,0.0,0.0508,71.3,0.000740478,134.43,131.31266326693006
6300,0.0,0.0508,71.3,0.000740478,133.04,129.62208063553993
8000,0.0,0.0508,71.3,0.000740478,130.89,127.41131873295288
10000,0.0,0.0508,71.3,0.000740478,128.74,124.81042237696809
12500,0.0,0.0508,71.3,0.000740478,125.22,121.55930193198712
800,0.0,0.0508,55.5,0.00076193,124.336,135.19664232795785
1000,0.0,0.0508,55.5,0.00076193,125.586,134.93655269235938
1250,0.0,0.0508,55.5,0.00076193,127.07600000000001,134.6114406478613
1600,0.0,0.0508,55.5,0.00076193,128.576,134.15628378556394
2000,0.0,0.0508,55.5,0.00076193,131.45600000000002,133.636104514367
2500,0.0,0.0508,55.5,0.00076193,133.95600000000002,132.9858804253708
3150,0.0,0.0508,55.5,0.00076193,134.826,132.14058910967574
4000,0.0,0.0508,55.5,0.00076193,134.946,131.0352081583822
5000,0.0,0.0508,55.5,0.00076193,134.556,129.7347599803898
6300,0.0,0.0508,55.5,0.00076193,132.796,128.0441773489997
8000,0.0,0.0508,55.5,0.00076193,130.156,125.83341544641264
10000,0.0,0.0508,55.5,0.00076193,127.63600000000001,123.23251909042786
12500,0.0,0.0508,55.5,0.00076193,125.376,119.98139864544689
800,0.0,0.0508,39.6,0.000791822,126.508,133.60758175615524
1000,0.0,0.0508,39.6,0.000791822,127.63799999999999,133.34749212055675
1250,0.0,0.0508,39.6,0.000791822,129.148,133.02238007605865
1600,0.0,0.0508,39.6,0.000791822,130.908,132.5672232137613
2000,0.0,0.0508,39.6,0.000791822,132.918,132.04704394256436
2500,0.0,0.0508,39.6,0.000791822,134.938,131.39681985356816
3150,0.0,0.0508,39.6,0.000791822,135.938,130.5515285378731
4000,0.0,0.0508,39.6,0.000791822,135.308,129.44614758657957
5000,0.0,0.0508,39.6,0.000791822,134.308,128.1456994085872
6300,0.0,0.0508,39.6,0.000791822,131.918,126.45511677719709
8000,0.0,0.0508,39.6,0.000791822,128.518,124.24435487461002
10000,0.0,0.0508,39.6,0.000791822,125.99799999999999,121.64345851862524
12500,0.0,0.0508,39.6,0.000791822,123.988,118.39233807364427
800,0.0,0.0508,31.7,0.000812164,122.79,132.8172746512019
1000,0.0,0.0508,31.7,0.000812164,126.78,132.55718501560344
1250,0.0,0.0508,31.7,0.000812164,129.27,132.23207297110534
1600,0.0,0.0508,31.7,0.000812164,131.01,131.776916108808
2000,0.0,0.0508,31.7,0.000812164,133.01,131.25673683761104
2500,0.0,0.0508,31.7,0.000812164,134.87,130.60651274861485
3150,0.0,0.0508,31.7,0.000812164,135.49,129.7612214329198
4000,0.0,0.0508,31.7,0.000812164,134.11,128.65584048162626
5000,0.0,0.0508,31.7,0.000812164,133.23,127.35539230363388
6300,0.0,0.0508,31.7,0.000812164,130.34,125.66480967224376
8000,0.0,0.0508,31.7,0.000812164,126.59,123.4540477696567
10000,0.0,0.0508,31.7,0.000812164,122.45,120.85315141367192
12500,0.0,0.0508,31.7,0.000812164,119.07,117.60203096869094
1600,4.2,0.0508,71.3,0.00142788,124.318,133.89981143020057
2000,4.2,0.0508,71.3,0.00142788,129.84799999999998,133.37963215900362
2500,4.2,0.0508,71.3,0.00142788,131.97799999999998,132.72940807000742
3150,4.2,0.0508,71.3,0.00142788,133.72799999999998,131.88411675431237
4000,4.2,0.0508,71.3,0.00142788,133.59799999999998,130.77873580301883
5000,4.2,0.0508,71.3,0.00142788,132.828,129.47828762502644
6300,4.2,0.0508,71.3,0.00142788,129.308,127.78770499363634
8000,4.2,0.0508,71.3,0.00142788,125.26799999999999,125.57694309104927
10000,4.2,0.0508,71.3,0.00142788,121.238,122.9760467350645
12500,4.2,0.0508,71.3,0.00142788,117.32799999999999,119.72492629008353
1000,4.2,0.0508,39.6,0.00152689,125.647,131.50639752726053
1250,4.2,0.0508,39.6,0.00152689,128.42700000000002,131.18128548276243
1600,4.2,0.0508,39.6,0.00152689,130.197,130.7261286204651
2000,4.2,0.0508,39.6,0.00152689,132.58700000000002,130.20594934926814
2500,4.2,0.0508,39.6,0.00152689,133.847,129.55572526027194
3150,4.2,0.0508,39.6,0.00152689,133.58700000000002,128.7104339445769
4000,4.2,0.0508,39.6,0.00152689,131.80700000000002,127.60505299328335
5000,4.2,0.0508,39.6,0.00152689,129.77700000000002,126.30460481529096
6300,4.2,0.0508,39.6,0.00152689,125.71700000000001,124.61402218390086
8000,4.2,0.0508,39.6,0.00152689,120.397,122.40326028131379
